;date;n_sick;calls;n_duty;n_sby;sby_need;dafted;demand;n_sick_adj;demand_pred;calls_reg_pred;calls_reg_act_diff;month;year;dayofmonth;weekday;weekofyear;dayofyear;predict_day;season;day;status;randforest_pred;adaboost_pred
598;2017-11-20;70,0;6126,0;1800,0;90,0;0,0;0,0;;74,0;1226,0;7953,0;-1827,0;11;2017;20;0;47;324;2017-10-15;4;599;actual;-658,597047268899;-575,6602870813397
599;2017-11-21;70,0;7740,0;1800,0;90,0;0,0;0,0;;74,0;1548,0;7955,0;-215,0;11;2017;21;1;47;325;2017-10-15;4;600;actual;-610,3066228120972;-575,6602870813397
600;2017-11-22;62,0;7674,0;1800,0;90,0;0,0;0,0;;65,0;1535,0;7956,0;-282,0;11;2017;22;2;47;326;2017-10-15;4;601;actual;-706,5138015904541;-661,2022792022792
601;2017-11-23;59,0;6048,0;1800,0;90,0;0,0;0,0;;62,0;1210,0;7958,0;-1910,0;11;2017;23;3;47;327;2017-10-15;4;602;actual;-844,5216830537901;-679,961038961039
602;2017-11-24;60,0;6402,0;1800,0;90,0;0,0;0,0;;63,0;1281,0;7959,0;-1557,0;11;2017;24;4;47;328;2017-10-15;4;603;actual;-987,3717144322378;-810,3465346534654
603;2017-11-25;52,0;6444,0;1800,0;90,0;0,0;0,0;;55,0;1289,0;7961,0;-1517,0;11;2017;25;5;47;329;2017-10-15;4;604;actual;-1124,8720775576014;-951,1851851851852
604;2017-11-26;62,0;5532,0;1800,0;90,0;0,0;0,0;;65,0;1107,0;7962,0;-2430,0;11;2017;26;6;47;330;2017-10-15;4;605;actual;-1538,8252095917044;-1332,5089285714287
605;2017-11-27;72,0;6042,0;1800,0;90,0;0,0;0,0;;76,0;1209,0;7964,0;-1922,0;11;2017;27;0;48;331;2017-10-15;4;606;actual;-766,4753343375021;-810,3465346534654
606;2017-11-28;70,0;7632,0;1800,0;90,0;0,0;0,0;;74,0;1527,0;7965,0;-333,0;11;2017;28;1;48;332;2017-10-15;4;607;actual;-787,1741811410208;-767,2818791946308
607;2017-11-29;67,0;6150,0;1800,0;90,0;0,0;0,0;;71,0;1230,0;7967,0;-1817,0;11;2017;29;2;48;333;2017-10-15;4;608;actual;-842,4313388832988;-883,3592233009708
608;2017-11-30;67,0;7620,0;1800,0;90,0;0,0;0,0;;71,0;1524,0;7968,0;-348,0;11;2017;30;3;48;334;2017-10-15;4;609;actual;-890,7974240717512;-903,7169811320755
609;2017-12-01;69,0;8082,0;1800,0;90,0;0,0;0,0;;73,0;1617,0;7970,0;112,0;12;2017;1;4;48;335;2017-11-15;4;610;actual;-31,388679475439986;5,904761904761905
610;2017-12-02;62,0;6030,0;1800,0;90,0;0,0;0,0;;65,0;1206,0;7971,0;-1941,0;12;2017;2;5;48;336;2017-11-15;4;611;actual;-727,3013623973685;-617,8448275862069
611;2017-12-03;66,0;6312,0;1800,0;90,0;0,0;0,0;;70,0;1263,0;7973,0;-1661,0;12;2017;3;6;48;337;2017-11-15;4;612;actual;-1353,6451684858073;-756,8333333333334
612;2017-12-04;76,0;7158,0;1800,0;90,0;0,0;0,0;;80,0;1432,0;7974,0;-816,0;12;2017;4;0;49;338;2017-11-15;4;613;actual;-299,9969692322321;-288,64084507042253
613;2017-12-05;71,0;8406,0;1800,0;90,0;0,0;0,0;;75,0;1682,0;7976,0;430,0;12;2017;5;1;49;339;2017-11-15;4;614;actual;-245,6601531719837;-546,0625
614;2017-12-06;66,0;7644,0;1800,0;90,0;0,0;0,0;;70,0;1529,0;7977,0;-333,0;12;2017;6;2;49;340;2017-11-15;4;615;actual;-508,4264038611415;-598,6776859504132
615;2017-12-07;69,0;6954,0;1800,0;90,0;0,0;0,0;;73,0;1391,0;7979,0;-1025,0;12;2017;7;3;49;341;2017-11-15;4;616;actual;-744,1202210297015;-679,961038961039
616;2017-12-08;59,0;6714,0;1800,0;90,0;0,0;0,0;;62,0;1343,0;7980,0;-1266,0;12;2017;8;4;49;342;2017-11-15;4;617;actual;-890,2696651120092;-873,5578947368421
617;2017-12-09;57,0;7338,0;1800,0;90,0;0,0;0,0;;60,0;1468,0;7982,0;-644,0;12;2017;9;5;49;343;2017-11-15;4;618;actual;-1117,0329871820627;-980,2215568862275
618;2017-12-10;66,0;6390,0;1800,0;90,0;0,0;0,0;;70,0;1278,0;7983,0;-1593,0;12;2017;10;6;49;344;2017-11-15;4;619;actual;-1499,135320886165;-1300,1052631578948
619;2017-12-11;68,0;6162,0;1800,0;90,0;0,0;0,0;;72,0;1233,0;7985,0;-1823,0;12;2017;11;0;50;345;2017-11-15;4;620;actual;-831,3268653624867;-944,3370786516854
620;2017-12-12;67,0;7602,0;1800,0;90,0;0,0;0,0;;71,0;1521,0;7986,0;-384,0;12;2017;12;1;50;346;2017-11-15;4;621;actual;-913,9423692612257;-944,3370786516854
621;2017-12-13;69,0;6450,0;1800,0;90,0;0,0;0,0;;73,0;1290,0;7988,0;-1538,0;12;2017;13;2;50;347;2017-11-15;4;622;actual;-1096,812980067643;-944,3370786516854
622;2017-12-14;79,0;6480,0;1800,0;90,0;0,0;0,0;;83,0;1296,0;7989,0;-1509,0;12;2017;14;3;50;348;2017-11-15;4;623;actual;-1255,3944583918546;-980,2215568862275
623;2017-12-15;83,0;5556,0;1800,0;90,0;0,0;0,0;;88,0;1112,0;7991,0;-2435,0;12;2017;15;4;50;349;2017-11-15;4;624;actual;-1572,8044463749914;-1283,6964285714287
624;2017-12-16;74,0;7620,0;1800,0;90,0;0,0;0,0;;78,0;1524,0;7992,0;-372,0;12;2017;16;5;50;350;2017-11-15;4;625;actual;-1514,1464474620693;-1180,35
625;2017-12-17;75,0;5364,0;1800,0;90,0;0,0;0,0;;79,0;1073,0;7994,0;-2630,0;12;2017;17;6;50;351;2017-11-15;4;626;actual;-2186,112140134863;-1476,4351851851852
626;2017-12-18;83,0;6096,0;1800,0;90,0;0,0;0,0;;88,0;1220,0;7995,0;-1899,0;12;2017;18;0;51;352;2017-11-15;4;627;actual;-1005,0929540211675;-1070,15
627;2017-12-19;82,0;5988,0;1800,0;90,0;0,0;0,0;;87,0;1198,0;7997,0;-2009,0;12;2017;19;1;51;353;2017-11-15;4;628;actual;-1064,4184847167498;-1070,15
628;2017-12-20;78,0;6714,0;1800,0;90,0;0,0;0,0;;82,0;1343,0;7998,0;-1284,0;12;2017;20;2;51;354;2017-11-15;4;629;actual;-1155,1992836054762;-1180,35
629;2017-12-21;83,0;7800,0;1800,0;90,0;0,0;0,0;;88,0;1560,0;8000,0;-200,0;12;2017;21;3;51;355;2017-11-15;4;630;actual;-1127,350816361217;-1197,7364341085272
630;2017-12-22;81,0;7062,0;1800,0;90,0;0,0;0,0;;86,0;1413,0;8001,0;-939,0;12;2017;22;4;51;356;2017-11-15;4;631;actual;-1479,3541983778916;-1392,2790697674418
631;2017-12-23;65,0;7152,0;1800,0;90,0;0,0;0,0;;69,0;1431,0;8003,0;-851,0;12;2017;23;5;51;357;2017-11-15;4;632;actual;-1599,6552804062908;-1438,887323943662
632;2017-12-24;57,0;4854,0;1800,0;90,0;0,0;0,0;;60,0;971,0;8004,0;-3150,0;12;2017;24;6;51;358;2017-11-15;4;633;actual;-2315,07225659337;-1716,462962962963
633;2017-12-25;60,0;7692,0;1800,0;90,0;0,0;0,0;;63,0;1539,0;8006,0;-314,0;12;2017;25;0;52;359;2017-11-15;4;634;actual;-1115,6801779099299;-1149,795918367347
634;2017-12-26;62,0;5814,0;1800,0;90,0;0,0;0,0;;65,0;1163,0;8007,0;-2193,0;12;2017;26;1;52;360;2017-11-15;4;635;actual;-1209,3369851206633;-1149,795918367347
635;2017-12-27;76,0;6558,0;1800,0;90,0;0,0;0,0;;80,0;1312,0;8009,0;-1451,0;12;2017;27;2;52;361;2017-11-15;4;636;actual;-1183,2963292644154;-1180,35
636;2017-12-28;81,0;6978,0;1800,0;90,0;0,0;0,0;;86,0;1396,0;8010,0;-1032,0;12;2017;28;3;52;362;2017-11-15;4;637;actual;-1082,3517277033593;-1149,795918367347
637;2017-12-29;75,0;7494,0;1800,0;90,0;0,0;0,0;;79,0;1499,0;8012,0;-518,0;12;2017;29;4;52;363;2017-11-15;4;638;actual;-1312,2216637513557;-1375,6525423728813
638;2017-12-30;71,0;6432,0;1800,0;90,0;0,0;0,0;;75,0;1287,0;8013,0;-1581,0;12;2017;30;5;52;364;2017-11-15;4;639;actual;-1654,2895075905453;-1417,838028169014
639;2017-12-31;71,0;4908,0;1800,0;90,0;0,0;0,0;;75,0;982,0;8014,0;-3106,0;12;2017;31;6;52;365;2017-11-15;4;640;actual;-2397,2697590420435;-1646,0
640;2018-01-01;64,0;9006,0;1900,0;90,0;0,0;0,0;;64,0;1802,0;8016,0;990,0;1;2018;1;0;1;1;2017-12-15;1;641;actual;400,4078368363257;45,76470588235294
641;2018-01-02;75,0;7224,0;1900,0;90,0;0,0;0,0;;75,0;1445,0;8017,0;-793,0;1;2018;2;1;1;2;2017-12-15;1;642;actual;85,87535335208337;-81,51315789473684
642;2018-01-03;74,0;6480,0;1900,0;90,0;0,0;0,0;;74,0;1296,0;8019,0;-1539,0;1;2018;3;2;1;3;2017-12-15;1;643;actual;-102,90525441932309;-257,625
643;2018-01-04;80,0;6756,0;1900,0;90,0;0,0;0,0;;80,0;1352,0;8020,0;-1264,0;1;2018;4;3;1;4;2017-12-15;1;644;actual;-114,60682244936633;-251,05357142857142
644;2018-01-05;80,0;8436,0;1900,0;90,0;0,0;0,0;;80,0;1688,0;8022,0;414,0;1;2018;5;4;1;5;2017-12-15;1;645;actual;-190,4807589546248;-258,6666666666667
645;2018-01-06;76,0;7506,0;1900,0;90,0;0,0;0,0;;76,0;1502,0;8023,0;-517,0;1;2018;6;5;1;6;2017-12-15;1;646;actual;-534,9485622697246;-568,6875
646;2018-01-07;81,0;7476,0;1900,0;90,0;0,0;0,0;;81,0;1496,0;8025,0;-549,0;1;2018;7;6;1;7;2017-12-15;1;647;actual;-707,3775478622979;-1142,9195402298851
647;2018-01-08;90,0;8412,0;1900,0;90,0;0,0;0,0;;90,0;1683,0;8026,0;386,0;1;2018;8;0;2;8;2017-12-15;1;648;actual;-188,29784726886624;-771,7943925233645
648;2018-01-09;83,0;8202,0;1900,0;90,0;0,0;0,0;;83,0;1641,0;8028,0;174,0;1;2018;9;1;2;9;2017-12-15;1;649;actual;-554,301407690065;-862,8785714285714
649;2018-01-10;82,0;8460,0;1900,0;90,0;0,0;0,0;;82,0;1692,0;8029,0;431,0;1;2018;10;2;2;10;2017-12-15;1;650;actual;-677,8343421670186;-900,1333333333333
650;2018-01-11;80,0;6834,0;1900,0;90,0;0,0;0,0;;80,0;1367,0;8031,0;-1197,0;1;2018;11;3;2;11;2017-12-15;1;651;actual;-875,9747756388376;-862,8785714285714
651;2018-01-12;82,0;7374,0;1900,0;90,0;0,0;0,0;;82,0;1475,0;8032,0;-658,0;1;2018;12;4;2;12;2017-12-15;1;652;actual;-976,2392965960938;-988,5045045045046
652;2018-01-13;73,0;6642,0;1900,0;90,0;0,0;0,0;;73,0;1329,0;8034,0;-1392,0;1;2018;13;5;2;13;2017-12-15;1;653;actual;-1228,782517553455;-1284,9354838709678
653;2018-01-14;84,0;6756,0;1900,0;90,0;0,0;0,0;;84,0;1352,0;8035,0;-1279,0;1;2018;14;6;2;14;2017-12-15;1;654;actual;-1455,3926930426546;-1690,2991452991453
654;2018-01-15;90,0;6804,0;1900,0;90,0;0,0;0,0;;90,0;1361,0;8037,0;-1233,0;1;2018;15;0;3;15;2017-12-15;1;655;actual;-1123,8454932745667;-1158,6470588235295
655;2018-01-16;90,0;8040,0;1900,0;90,0;0,0;0,0;;90,0;1608,0;8038,0;2,0;1;2018;16;1;3;16;2017-12-15;1;656;actual;-1091,743597598359;-1158,6470588235295
656;2018-01-17;83,0;5742,0;1900,0;90,0;0,0;0,0;;83,0;1149,0;8040,0;-2298,0;1;2018;17;2;3;17;2017-12-15;1;657;actual;-1099,6400504371868;-1163,723163841808
657;2018-01-18;86,0;8034,0;1900,0;90,0;0,0;0,0;;86,0;1607,0;8041,0;-7,0;1;2018;18;3;3;18;2017-12-15;1;658;actual;-1105,3233485009694;-1240,8652482269504
658;2018-01-19;93,0;8088,0;1900,0;90,0;0,0;0,0;;93,0;1618,0;8043,0;45,0;1;2018;19;4;3;19;2017-12-15;1;659;actual;-1118,764373565181;-1275,0176991150443
659;2018-01-20;78,0;5808,0;1900,0;90,0;0,0;0,0;;78,0;1162,0;8044,0;-2236,0;1;2018;20;5;3;20;2017-12-15;1;660;actual;-1177,2598320747054;-1546,5813953488373
660;2018-01-21;85,0;6864,0;1900,0;90,0;0,0;0,0;;85,0;1373,0;8046,0;-1182,0;1;2018;21;6;3;21;2017-12-15;1;661;actual;-1280,2706113523934;-1793,7441860465117
661;2018-01-22;75,0;5514,0;1900,0;90,0;0,0;0,0;;75,0;1103,0;8047,0;-2533,0;1;2018;22;0;4;22;2017-12-15;1;662;actual;-1068,6922609737649;-1275,0176991150443
662;2018-01-23;66,0;5838,0;1900,0;90,0;0,0;0,0;;66,0;1168,0;8049,0;-2211,0;1;2018;23;1;4;23;2017-12-15;1;663;actual;-1055,139730058076;-1284,9354838709678
663;2018-01-24;69,0;6486,0;1900,0;90,0;0,0;0,0;;69,0;1298,0;8050,0;-1564,0;1;2018;24;2;4;24;2017-12-15;1;664;actual;-1662,704871597262;-1284,9354838709678
664;2018-01-25;68,0;5334,0;1900,0;90,0;0,0;0,0;;68,0;1067,0;8052,0;-2718,0;1;2018;25;3;4;25;2017-12-15;1;665;actual;-1747,6545042940875;-1344,804347826087
665;2018-01-26;65,0;6618,0;1900,0;90,0;0,0;0,0;;65,0;1324,0;8053,0;-1435,0;1;2018;26;4;4;26;2017-12-15;1;666;actual;-1681,5832408086658;-1325,527950310559
666;2018-01-27;65,0;6864,0;1900,0;90,0;0,0;0,0;;65,0;1373,0;8055,0;-1191,0;1;2018;27;5;4;27;2017-12-15;1;667;actual;-1628,0939649312504;-1678,6521739130435
667;2018-01-28;73,0;6390,0;1900,0;90,0;0,0;0,0;;73,0;1278,0;8056,0;-1666,0;1;2018;28;6;4;28;2017-12-15;1;668;actual;-1650,7499185053468;-2012,2
668;2018-01-29;80,0;7416,0;1900,0;90,0;0,0;0,0;;80,0;1484,0;8058,0;-642,0;1;2018;29;0;5;29;2017-12-15;1;669;actual;-1086,3636770196392;-1275,0176991150443
669;2018-01-30;81,0;5484,0;1900,0;90,0;0,0;0,0;;81,0;1097,0;8059,0;-2575,0;1;2018;30;1;5;30;2017-12-15;1;670;actual;-1449,9248394240553;-1284,9354838709678
670;2018-01-31;84,0;6438,0;1900,0;90,0;0,0;0,0;;84,0;1288,0;8061,0;-1623,0;1;2018;31;2;5;31;2017-12-15;1;671;actual;-1569,339810897491;-1275,0176991150443
671;2018-02-01;70,0;8400,0;1900,0;90,0;0,0;0,0;;70,0;1680,0;8062,0;338,0;2;2018;1;3;5;32;2018-01-15;1;672;actual;-42,25284406931999;217,20264317180616
672;2018-02-02;77,0;7938,0;1900,0;90,0;0,0;0,0;;77,0;1588,0;8064,0;-126,0;2;2018;2;4;5;33;2018-01-15;1;673;actual;-51,646628619425194;66,70391061452514
673;2018-02-03;63,0;8616,0;1900,0;90,0;0,0;0,0;;63,0;1724,0;8065,0;551,0;2;2018;3;5;5;34;2018-01-15;1;674;actual;-223,37265701286597;7,5
674;2018-02-04;71,0;7686,0;1900,0;90,0;0,0;0,0;;71,0;1538,0;8067,0;-381,0;2;2018;4;6;5;35;2018-01-15;1;675;actual;-330,6371489223989;-99,38709677419355
675;2018-02-05;70,0;7548,0;1900,0;90,0;0,0;0,0;;70,0;1510,0;8068,0;-520,0;2;2018;5;0;6;36;2018-01-15;1;676;actual;331,2020043684871;265,65671641791045
676;2018-02-06;69,0;7416,0;1900,0;90,0;0,0;0,0;;69,0;1484,0;8070,0;-654,0;2;2018;6;1;6;37;2018-01-15;1;677;actual;-14,158177242465962;147,03125
677;2018-02-07;69,0;6960,0;1900,0;90,0;0,0;0,0;;69,0;1392,0;8071,0;-1111,0;2;2018;7;2;6;38;2018-01-15;1;678;actual;-62,7067117143898;-95,44366197183099
678;2018-02-08;73,0;7962,0;1900,0;90,0;0,0;0,0;;73,0;1593,0;8073,0;-111,0;2;2018;8;3;6;39;2018-01-15;1;679;actual;-114,50434632378241;-81,51315789473684
679;2018-02-09;66,0;8310,0;1900,0;90,0;0,0;0,0;;66,0;1662,0;8074,0;236,0;2;2018;9;4;6;40;2018-01-15;1;680;actual;-656,5932362190812;-251,05357142857142
680;2018-02-10;56,0;8010,0;1900,0;90,0;0,0;0,0;;56,0;1602,0;8076,0;-66,0;2;2018;10;5;6;41;2018-01-15;1;681;actual;-748,7957580924846;-520,9584664536741
681;2018-02-11;66,0;6606,0;1900,0;90,0;0,0;0,0;;66,0;1322,0;8077,0;-1471,0;2;2018;11;6;6;42;2018-01-15;1;682;actual;-1058,99133759811;-844,651948051948
682;2018-02-12;75,0;6576,0;1900,0;90,0;0,0;0,0;;75,0;1316,0;8079,0;-1503,0;2;2018;12;0;7;43;2018-01-15;1;683;actual;-908,5385207029775;-435,3622047244094
683;2018-02-13;58,0;7410,0;1900,0;90,0;0,0;0,0;;58,0;1482,0;8080,0;-670,0;2;2018;13;1;7;44;2018-01-15;1;684;actual;-1024,6339926005699;-583,1189320388349
684;2018-02-14;64,0;7038,0;1900,0;90,0;0,0;0,0;;64,0;1408,0;8082,0;-1044,0;2;2018;14;2;7;45;2018-01-15;1;685;actual;-1044,083385850559;-607,8895348837209
685;2018-02-15;60,0;7176,0;1900,0;90,0;0,0;0,0;;60,0;1436,0;8083,0;-907,0;2;2018;15;3;7;46;2018-01-15;1;686;actual;-1049,7666839143415;-862,8785714285714
686;2018-02-16;75,0;5868,0;1900,0;90,0;0,0;0,0;;75,0;1174,0;8085,0;-2217,0;2;2018;16;4;7;47;2018-01-15;1;687;actual;-998,4557887725388;-1028,3673469387754
687;2018-02-17;64,0;7788,0;1900,0;90,0;0,0;0,0;;64,0;1558,0;8086,0;-298,0;2;2018;17;5;7;48;2018-01-15;1;688;actual;-1016,2324625845259;-1053,905172413793
688;2018-02-18;65,0;7284,0;1900,0;90,0;0,0;0,0;;65,0;1457,0;8088,0;-804,0;2;2018;18;6;7;49;2018-01-15;1;689;actual;-1232,6427663260758;-1319,352380952381
689;2018-02-19;67,0;8076,0;1900,0;90,0;0,0;0,0;;67,0;1616,0;8089,0;-13,0;2;2018;19;0;8;50;2018-01-15;1;690;actual;-914,2870306794924;-861,525641025641
690;2018-02-20;67,0;6678,0;1900,0;90,0;0,0;0,0;;67,0;1336,0;8091,0;-1413,0;2;2018;20;1;8;51;2018-01-15;1;691;actual;-933,5744975724245;-775,2280701754386
691;2018-02-21;75,0;8784,0;1900,0;90,0;0,0;0,0;;75,0;1757,0;8092,0;692,0;2;2018;21;2;8;52;2018-01-15;1;692;actual;-651,5186834081509;-771,7943925233645
692;2018-02-22;68,0;5958,0;1900,0;90,0;0,0;0,0;;68,0;1192,0;8094,0;-2136,0;2;2018;22;3;8;53;2018-01-15;1;693;actual;-644,2517364095037;-859,5714285714286
693;2018-02-23;71,0;8634,0;1900,0;90,0;0,0;0,0;;71,0;1727,0;8095,0;539,0;2;2018;23;4;8;54;2018-01-15;1;694;actual;-539,2685481099038;-821,6238805970149
694;2018-02-24;71,0;5868,0;1900,0;90,0;0,0;0,0;;71,0;1174,0;8097,0;-2229,0;2;2018;24;5;8;55;2018-01-15;1;695;actual;-1567,0261156917738;-988,801261829653
695;2018-02-25;79,0;5634,0;1900,0;90,0;0,0;0,0;;79,0;1127,0;8098,0;-2464,0;2;2018;25;6;8;56;2018-01-15;1;696;actual;-1730,3199661971446;-1261,241935483871
696;2018-02-26;79,0;6066,0;1900,0;90,0;0,0;0,0;;79,0;1214,0;8100,0;-2034,0;2;2018;26;0;9;57;2018-01-15;1;697;actual;-675,2054758737315;-775,2280701754386
697;2018-02-27;80,0;8544,0;1900,0;90,0;0,0;0,0;;80,0;1709,0;8101,0;443,0;2;2018;27;1;9;58;2018-01-15;1;698;actual;-33,298010923067324;-625,9054545454545
698;2018-02-28;85,0;8880,0;1900,0;90,0;0,0;0,0;;85,0;1776,0;8103,0;777,0;2;2018;28;2;9;59;2018-01-15;1;699;actual;13,805835591292357;-625,9054545454545
699;2018-03-01;78,0;10152,0;1900,0;90,0;209,0;119,0;2031,0;78,0;2031,0;8104,0;2048,0;3;2018;1;3;9;60;2018-02-15;1;700;actual;1632,2116199575626;1259,0408163265306
700;2018-03-02;80,0;8802,0;1900,0;90,0;0,0;0,0;;80,0;1761,0;8106,0;696,0;3;2018;2;4;9;61;2018-02-15;1;701;actual;1196,6231549827544;734,7794117647059
701;2018-03-03;72,0;7980,0;1900,0;90,0;0,0;0,0;;72,0;1596,0;8107,0;-127,0;3;2018;3;5;9;62;2018-02-15;1;702;actual;776,2179432068754;399,53409090909093
702;2018-03-04;74,0;7752,0;1900,0;90,0;0,0;0,0;;74,0;1551,0;8109,0;-357,0;3;2018;4;6;9;63;2018-02-15;1;703;actual;558,2405549869848;228,1
703;2018-03-05;78,0;9588,0;1900,0;90,0;96,0;6,0;1918,0;78,0;1918,0;8110,0;1478,0;3;2018;5;0;10;64;2018-02-15;1;704;actual;1076,0416247832075;724,5784313725491
704;2018-03-06;69,0;8406,0;1900,0;90,0;0,0;0,0;;69,0;1682,0;8112,0;294,0;3;2018;6;1;10;65;2018-02-15;1;705;actual;680,4120107235971;399,47648902821317
705;2018-03-07;76,0;9462,0;1900,0;90,0;69,0;0,0;1893,0;76,0;1893,0;8113,0;1349,0;3;2018;7;2;10;66;2018-02-15;1;706;actual;554,6105500546802;286,2258064516129
706;2018-03-08;80,0;7368,0;1900,0;90,0;0,0;0,0;;80,0;1474,0;8115,0;-747,0;3;2018;8;3;10;67;2018-02-15;1;707;actual;411,9963372851846;286,2258064516129
707;2018-03-09;87,0;7782,0;1900,0;90,0;0,0;0,0;;87,0;1557,0;8116,0;-334,0;3;2018;9;4;10;68;2018-02-15;1;708;actual;180,5076811234374;139,79010494752623
708;2018-03-10;76,0;8196,0;1900,0;90,0;0,0;0,0;;76,0;1640,0;8118,0;78,0;3;2018;10;5;10;69;2018-02-15;1;709;actual;64,50962805210044;66,70391061452514
709;2018-03-11;68,0;7704,0;1900,0;90,0;0,0;0,0;;68,0;1541,0;8119,0;-415,0;3;2018;11;6;10;70;2018-02-15;1;710;actual;-185,67476238435123;-211,73162939297126
710;2018-03-12;68,0;9072,0;1900,0;90,0;0,0;0,0;;68,0;1815,0;8121,0;951,0;3;2018;12;0;11;71;2018-02-15;1;711;actual;428,225685398055;271,83104125736736
711;2018-03-13;68,0;9480,0;1900,0;90,0;64,0;0,0;1896,0;68,0;1896,0;8122,0;1358,0;3;2018;13;1;11;72;2018-02-15;1;712;actual;414,256704606365;271,83104125736736
712;2018-03-14;78,0;7134,0;1900,0;90,0;0,0;0,0;;78,0;1427,0;8124,0;-990,0;3;2018;14;2;11;73;2018-02-15;1;713;actual;399,84386205721245;255,4265625
713;2018-03-15;84,0;9306,0;1900,0;90,0;46,0;0,0;1862,0;84,0;1862,0;8125,0;1181,0;3;2018;15;3;11;74;2018-02-15;1;714;actual;310,7782010098995;88,9
714;2018-03-16;82,0;7602,0;1900,0;90,0;0,0;0,0;;82,0;1521,0;8127,0;-525,0;3;2018;16;4;11;75;2018-02-15;1;715;actual;136,74205560785066;-110,13865546218487
715;2018-03-17;72,0;7932,0;1900,0;90,0;0,0;0,0;;72,0;1587,0;8128,0;-196,0;3;2018;17;5;11;76;2018-02-15;1;716;actual;-77,4732417278342;-358,55121951219513
716;2018-03-18;74,0;7920,0;1900,0;90,0;0,0;0,0;;74,0;1584,0;8130,0;-210,0;3;2018;18;6;11;77;2018-02-15;1;717;actual;-319,0261503683558;-775,2280701754386
717;2018-03-19;76,0;8646,0;1900,0;90,0;0,0;0,0;;76,0;1730,0;8131,0;515,0;3;2018;19;0;12;78;2018-02-15;1;718;actual;394,7657680388826;134,55886736214606
718;2018-03-20;88,0;6708,0;1900,0;90,0;0,0;0,0;;88,0;1342,0;8133,0;-1425,0;3;2018;20;1;12;79;2018-02-15;1;719;actual;373,97220318798185;90,17180616740089
719;2018-03-21;94,0;8166,0;1900,0;90,0;0,0;0,0;;94,0;1634,0;8134,0;32,0;3;2018;21;2;12;80;2018-02-15;1;720;actual;363,16230118368134;88,9
720;2018-03-22;88,0;7116,0;1900,0;90,0;0,0;0,0;;88,0;1424,0;8136,0;-1020,0;3;2018;22;3;12;81;2018-02-15;1;721;actual;266,69137949430615;31,148936170212767
721;2018-03-23;100,0;7290,0;1900,0;90,0;0,0;0,0;;100,0;1458,0;8137,0;-847,0;3;2018;23;4;12;82;2018-02-15;1;722;actual;1,0938559012091411;-111,83495145631068
722;2018-03-24;84,0;6612,0;1900,0;90,0;0,0;0,0;;84,0;1323,0;8139,0;-1527,0;3;2018;24;5;12;83;2018-02-15;1;723;actual;-146,23072005589663;-358,55121951219513
723;2018-03-25;83,0;7248,0;1900,0;90,0;0,0;0,0;;83,0;1450,0;8140,0;-892,0;3;2018;25;6;12;84;2018-02-15;1;724;actual;-413,0784194238711;-781,7791411042945
724;2018-03-26;74,0;7680,0;1900,0;90,0;0,0;0,0;;74,0;1536,0;8142,0;-462,0;3;2018;26;0;13;85;2018-02-15;1;725;actual;351,3075730306316;153,55619596541786
725;2018-03-27;70,0;7470,0;1900,0;90,0;0,0;0,0;;70,0;1494,0;8143,0;-673,0;3;2018;27;1;13;86;2018-02-15;1;726;actual;346,831071002234;154,70382695507487
726;2018-03-28;69,0;6876,0;1900,0;90,0;0,0;0,0;;69,0;1376,0;8145,0;-1269,0;3;2018;28;2;13;87;2018-02-15;1;727;actual;351,813585820948;139,79010494752623
727;2018-03-29;81,0;8190,0;1900,0;90,0;0,0;0,0;;81,0;1638,0;8146,0;44,0;3;2018;29;3;13;88;2018-02-15;1;728;actual;259,9296766550041;90,18685121107266
728;2018-03-30;89,0;8526,0;1900,0;90,0;0,0;0,0;;89,0;1706,0;8148,0;378,0;3;2018;30;4;13;89;2018-02-15;1;729;actual;30,226694860989774;-62,62222222222222
729;2018-03-31;72,0;8010,0;1900,0;90,0;0,0;0,0;;72,0;1602,0;8149,0;-139,0;3;2018;31;5;13;90;2018-02-15;1;730;actual;-155,1571540714898;-166,03682719546742
730;2018-04-01;64,0;9522,0;1900,0;90,0;69,0;0,0;1905,0;64,0;1905,0;8151,0;1371,0;4;2018;1;6;13;91;2018-03-15;2;731;actual;1215,68844306382;934,3333333333334
731;2018-04-02;58,0;9642,0;1900,0;90,0;87,0;0,0;1929,0;58,0;1929,0;8152,0;1490,0;4;2018;2;0;14;92;2018-03-15;2;732;actual;1391,9202823693659;1392,3364485981308
732;2018-04-03;65,0;9048,0;1900,0;90,0;0,0;0,0;;65,0;1810,0;8154,0;894,0;4;2018;3;1;14;93;2018-03-15;2;733;actual;1308,9459730780795;1370,0
733;2018-04-04;62,0;10566,0;1900,0;90,0;276,0;186,0;2114,0;62,0;2114,0;8155,0;2411,0;4;2018;4;2;14;94;2018-03-15;2;734;actual;1235,7111655910976;1261,9403973509934
734;2018-04-05;65,0;7932,0;1900,0;90,0;0,0;0,0;;65,0;1587,0;8157,0;-225,0;4;2018;5;3;14;95;2018-03-15;2;735;actual;1000,6987443005776;1076,0750436300175
735;2018-04-06;67,0;9654,0;1900,0;90,0;98,0;8,0;1931,0;67,0;1931,0;8158,0;1496,0;4;2018;6;4;14;96;2018-03-15;2;736;actual;528,1364709446829;387,0796812749004
