;date;n_sick;calls;n_duty;n_sby;sby_need;dafted;demand;n_sick_adj;demand_pred;calls_reg_pred;calls_reg_act_diff;month;year;dayofmonth;weekday;weekofyear;dayofyear;predict_day;season;day;status
440;2017-06-15;45;7452;1800;90;0;0;;48;1491;7717;-265;6;2017;15;3;24;166;2017-05-15;2;441;actual
441;2017-06-16;50;7728;1800;90;0;0;;53;1546;7718;10;6;2017;16;4;24;167;2017-05-15;2;442;actual
442;2017-06-17;52;7596;1800;90;0;0;;55;1520;7720;-124;6;2017;17;5;24;168;2017-05-15;2;443;actual
443;2017-06-18;64;6540;1800;90;0;0;;68;1308;7721;-1181;6;2017;18;6;24;169;2017-05-15;2;444;actual
444;2017-06-19;63;8370;1800;90;0;0;;66;1674;7723;647;6;2017;19;0;25;170;2017-05-15;2;445;actual
445;2017-06-20;59;8490;1800;90;0;0;;62;1698;7724;766;6;2017;20;1;25;171;2017-05-15;2;446;actual
446;2017-06-21;60;8892;1800;90;39;0;1779,0;63;1779;7726;1166;6;2017;21;2;25;172;2017-05-15;2;447;actual
447;2017-06-22;53;8598;1800;90;0;0;;56;1720;7727;871;6;2017;22;3;25;173;2017-05-15;2;448;actual
448;2017-06-23;55;6942;1800;90;0;0;;58;1389;7729;-787;6;2017;23;4;25;174;2017-05-15;2;449;actual
449;2017-06-24;57;7662;1800;90;0;0;;60;1533;7730;-68;6;2017;24;5;25;175;2017-05-15;2;450;actual
450;2017-06-25;63;6054;1800;90;0;0;;66;1211;7732;-1678;6;2017;25;6;25;176;2017-05-15;2;451;actual
451;2017-06-26;64;7620;1800;90;0;0;;68;1524;7733;-113;6;2017;26;0;26;177;2017-05-15;2;452;actual
452;2017-06-27;53;7764;1800;90;0;0;;56;1553;7735;29;6;2017;27;1;26;178;2017-05-15;2;453;actual
453;2017-06-28;54;8040;1800;90;0;0;;57;1608;7736;304;6;2017;28;2;26;179;2017-05-15;2;454;actual
454;2017-06-29;57;8160;1800;90;0;0;;60;1632;7738;422;6;2017;29;3;26;180;2017-05-15;2;455;actual
455;2017-06-30;59;9060;1800;90;71;0;1812,0;62;1812;7739;1321;6;2017;30;4;26;181;2017-05-15;2;456;actual
456;2017-07-01;51;8352;1800;90;0;0;;54;1671;7741;611;7;2017;1;5;26;182;2017-06-15;3;457;actual
457;2017-07-02;50;7860;1800;90;0;0;;53;1572;7742;118;7;2017;2;6;26;183;2017-06-15;3;458;actual
458;2017-07-03;60;8802;1800;90;21;0;1761,0;63;1761;7744;1058;7;2017;3;0;27;184;2017-06-15;3;459;actual
459;2017-07-04;48;9228;1800;90;94;4;1846,0;51;1846;7745;1483;7;2017;4;1;27;185;2017-06-15;3;460;actual
460;2017-07-05;49;10398;1800;90;329;239;2080,0;52;2080;7747;2651;7;2017;5;2;27;186;2017-06-15;3;461;actual
461;2017-07-06;46;7578;1800;90;0;0;;49;1516;7748;-170;7;2017;6;3;27;187;2017-06-15;3;462;actual
462;2017-07-07;44;7314;1800;90;0;0;;46;1463;7750;-436;7;2017;7;4;27;188;2017-06-15;3;463;actual
463;2017-07-08;43;7398;1800;90;0;0;;45;1480;7751;-353;7;2017;8;5;27;189;2017-06-15;3;464;actual
464;2017-07-09;46;7878;1800;90;0;0;;49;1576;7753;125;7;2017;9;6;27;190;2017-06-15;3;465;actual
465;2017-07-10;49;7200;1800;90;0;0;;52;1440;7754;-554;7;2017;10;0;28;191;2017-06-15;3;466;actual
466;2017-07-11;47;7872;1800;90;0;0;;50;1575;7756;116;7;2017;11;1;28;192;2017-06-15;3;467;actual
467;2017-07-12;49;7524;1800;90;0;0;;52;1505;7757;-233;7;2017;12;2;28;193;2017-06-15;3;468;actual
468;2017-07-13;53;6960;1800;90;0;0;;56;1392;7759;-799;7;2017;13;3;28;194;2017-06-15;3;469;actual
469;2017-07-14;59;9354;1800;90;130;40;1871,0;62;1871;7760;1594;7;2017;14;4;28;195;2017-06-15;3;470;actual
470;2017-07-15;62;8808;1800;90;24;0;1762,0;65;1762;7762;1046;7;2017;15;5;28;196;2017-06-15;3;471;actual
471;2017-07-16;71;8982;1800;90;68;0;1797,0;75;1797;7763;1219;7;2017;16;6;28;197;2017-06-15;3;472;actual
472;2017-07-17;69;9336;1800;90;137;47;1868,0;73;1868;7765;1571;7;2017;17;0;29;198;2017-06-15;3;473;actual
473;2017-07-18;66;9624;1800;90;191;101;1925,0;70;1925;7766;1858;7;2017;18;1;29;199;2017-06-15;3;474;actual
474;2017-07-19;59;9534;1800;90;166;76;1907,0;62;1907;7768;1766;7;2017;19;2;29;200;2017-06-15;3;475;actual
475;2017-07-20;56;7152;1800;90;0;0;;59;1431;7769;-617;7;2017;20;3;29;201;2017-06-15;3;476;actual
476;2017-07-21;54;8052;1800;90;0;0;;57;1611;7771;281;7;2017;21;4;29;202;2017-06-15;3;477;actual
477;2017-07-22;51;8190;1800;90;0;0;;54;1638;7772;418;7;2017;22;5;29;203;2017-06-15;3;478;actual
478;2017-07-23;55;7686;1800;90;0;0;;58;1538;7774;-88;7;2017;23;6;29;204;2017-06-15;3;479;actual
479;2017-07-24;62;7530;1800;90;0;0;;65;1506;7775;-245;7;2017;24;0;30;205;2017-06-15;3;480;actual
480;2017-07-25;59;8400;1800;90;0;0;;62;1680;7777;623;7;2017;25;1;30;206;2017-06-15;3;481;actual
481;2017-07-26;61;7956;1800;90;0;0;;64;1592;7778;178;7;2017;26;2;30;207;2017-06-15;3;482;actual
482;2017-07-27;55;8400;1800;90;0;0;;58;1680;7780;620;7;2017;27;3;30;208;2017-06-15;3;483;actual
483;2017-07-28;56;7104;1800;90;0;0;;59;1421;7781;-677;7;2017;28;4;30;209;2017-06-15;3;484;actual
484;2017-07-29;52;8724;1800;90;0;0;;55;1745;7783;941;7;2017;29;5;30;210;2017-06-15;3;485;actual
485;2017-07-30;52;6324;1800;90;0;0;;55;1265;7784;-1460;7;2017;30;6;30;211;2017-06-15;3;486;actual
486;2017-07-31;73;7818;1800;90;0;0;;77;1564;7786;32;7;2017;31;0;31;212;2017-06-15;3;487;actual
487;2017-08-01;63;10476;1800;90;359;269;2096,0;66;2096;7787;2689;8;2017;1;1;31;213;2017-07-15;3;488;actual
488;2017-08-02;63;10068;1800;90;277;187;2014,0;66;2014;7789;2279;8;2017;2;2;31;214;2017-07-15;3;489;actual
489;2017-08-03;68;9372;1800;90;143;53;1875,0;72;1875;7790;1582;8;2017;3;3;31;215;2017-07-15;3;490;actual
490;2017-08-04;66;7506;1800;90;0;0;;70;1502;7792;-286;8;2017;4;4;31;216;2017-07-15;3;491;actual
491;2017-08-05;64;9672;1800;90;199;109;1935,0;68;1935;7793;1879;8;2017;5;5;31;217;2017-07-15;3;492;actual
492;2017-08-06;70;6654;1800;90;0;0;;74;1331;7795;-1141;8;2017;6;6;31;218;2017-07-15;3;493;actual
493;2017-08-07;68;9174;1800;90;103;13;1835,0;72;1835;7796;1378;8;2017;7;0;32;219;2017-07-15;3;494;actual
494;2017-08-08;63;9186;1800;90;101;11;1838,0;66;1838;7798;1388;8;2017;8;1;32;220;2017-07-15;3;495;actual
495;2017-08-09;57;8712;1800;90;0;0;;60;1743;7799;913;8;2017;9;2;32;221;2017-07-15;3;496;actual
496;2017-08-10;57;8016;1800;90;0;0;;60;1604;7801;215;8;2017;10;3;32;222;2017-07-15;3;497;actual
497;2017-08-11;66;9426;1800;90;152;62;1886,0;70;1886;7802;1624;8;2017;11;4;32;223;2017-07-15;3;498;actual
498;2017-08-12;62;7548;1800;90;0;0;;65;1510;7804;-256;8;2017;12;5;32;224;2017-07-15;3;499;actual
499;2017-08-13;66;6408;1800;90;0;0;;70;1282;7805;-1397;8;2017;13;6;32;225;2017-07-15;3;500;actual
500;2017-08-14;65;9360;1800;90;137;47;1872,0;69;1872;7807;1553;8;2017;14;0;33;226;2017-07-15;3;501;actual
501;2017-08-15;69;8844;1800;90;38;0;1769,0;73;1769;7808;1036;8;2017;15;1;33;227;2017-07-15;3;502;actual
502;2017-08-16;66;9114;1800;90;89;0;1823,0;70;1823;7810;1304;8;2017;16;2;33;228;2017-07-15;3;503;actual
503;2017-08-17;59;9006;1800;90;61;0;1802,0;62;1802;7811;1195;8;2017;17;3;33;229;2017-07-15;3;504;actual
504;2017-08-18;61;8796;1800;90;21;0;1760,0;64;1760;7813;983;8;2017;18;4;33;230;2017-07-15;3;505;actual
505;2017-08-19;52;8748;1800;90;2;0;1750,0;55;1750;7814;934;8;2017;19;5;33;231;2017-07-15;3;506;actual
506;2017-08-20;61;8406;1800;90;0;0;;64;1682;7816;590;8;2017;20;6;33;232;2017-07-15;3;507;actual
507;2017-08-21;66;8316;1800;90;0;0;;70;1664;7817;499;8;2017;21;0;34;233;2017-07-15;3;508;actual
508;2017-08-22;76;8556;1800;90;0;0;;80;1712;7819;737;8;2017;22;1;34;234;2017-07-15;3;509;actual
509;2017-08-23;74;7602;1800;90;0;0;;78;1521;7820;-218;8;2017;23;2;34;235;2017-07-15;3;510;actual
510;2017-08-24;72;9156;1800;90;104;14;1832,0;76;1832;7822;1334;8;2017;24;3;34;236;2017-07-15;3;511;actual
511;2017-08-25;75;7092;1800;90;0;0;;79;1419;7823;-731;8;2017;25;4;34;237;2017-07-15;3;512;actual
512;2017-08-26;72;8880;1800;90;48;0;1776,0;76;1776;7825;1055;8;2017;26;5;34;238;2017-07-15;3;513;actual
513;2017-08-27;68;7386;1800;90;0;0;;72;1478;7826;-440;8;2017;27;6;34;239;2017-07-15;3;514;actual
514;2017-08-28;73;7566;1800;90;0;0;;77;1514;7828;-262;8;2017;28;0;35;240;2017-07-15;3;515;actual
515;2017-08-29;66;9546;1800;90;176;86;1910,0;70;1910;7829;1717;8;2017;29;1;35;241;2017-07-15;3;516;actual
516;2017-08-30;62;6924;1800;90;0;0;;65;1385;7831;-907;8;2017;30;2;35;242;2017-07-15;3;517;actual
517;2017-08-31;69;7710;1800;90;0;0;;73;1542;7832;-122;8;2017;31;3;35;243;2017-07-15;3;518;actual
518;2017-09-01;78;9210;1800;90;120;30;1842,0;82;1842;7834;1376;9;2017;1;4;35;244;2017-08-15;3;519;actual
519;2017-09-02;67;8922;1800;90;52;0;1785,0;71;1785;7835;1087;9;2017;2;5;35;245;2017-08-15;3;520;actual
520;2017-09-03;66;9228;1800;90;112;22;1846,0;70;1846;7837;1391;9;2017;3;6;35;246;2017-08-15;3;521;actual
521;2017-09-04;75;8178;1800;90;0;0;;79;1636;7838;340;9;2017;4;0;36;247;2017-08-15;3;522;actual
522;2017-09-05;76;8280;1800;90;0;0;;80;1656;7840;440;9;2017;5;1;36;248;2017-08-15;3;523;actual
523;2017-09-06;83;8010;1800;90;0;0;;88;1602;7841;169;9;2017;6;2;36;249;2017-08-15;3;524;actual
524;2017-09-07;93;7338;1800;90;0;0;;98;1468;7843;-505;9;2017;7;3;36;250;2017-08-15;3;525;actual
525;2017-09-08;89;6978;1800;90;0;0;;94;1396;7844;-866;9;2017;8;4;36;251;2017-08-15;3;526;actual
526;2017-09-09;89;7584;1800;90;0;0;;94;1517;7846;-262;9;2017;9;5;36;252;2017-08-15;3;527;actual
527;2017-09-10;88;8586;1800;90;6;0;1718,0;93;1718;7847;739;9;2017;10;6;36;253;2017-08-15;3;528;actual
528;2017-09-11;90;8070;1800;90;0;0;;95;1614;7848;222;9;2017;11;0;37;254;2017-08-15;3;529;actual
529;2017-09-12;78;8076;1800;90;0;0;;82;1616;7850;226;9;2017;12;1;37;255;2017-08-15;3;530;actual
530;2017-09-13;88;9654;1800;90;219;129;1931,0;93;1931;7851;1803;9;2017;13;2;37;256;2017-08-15;3;531;actual
531;2017-09-14;82;6666;1800;90;0;0;;87;1334;7853;-1187;9;2017;14;3;37;257;2017-08-15;3;532;actual
532;2017-09-15;88;8604;1800;90;9;0;1721,0;93;1721;7854;750;9;2017;15;4;37;258;2017-08-15;3;533;actual
533;2017-09-16;74;8964;1800;90;67;0;1793,0;78;1793;7856;1108;9;2017;16;5;37;259;2017-08-15;3;534;actual
534;2017-09-17;79;6168;1800;90;0;0;;83;1234;7857;-1689;9;2017;17;6;37;260;2017-08-15;3;535;actual
535;2017-09-18;78;8946;1800;90;68;0;1790,0;82;1790;7859;1087;9;2017;18;0;38;261;2017-08-15;3;536;actual
536;2017-09-19;86;7224;1800;90;0;0;;91;1445;7860;-636;9;2017;19;1;38;262;2017-08-15;3;537;actual
537;2017-09-20;92;8064;1800;90;0;0;;97;1613;7862;202;9;2017;20;2;38;263;2017-08-15;3;538;actual
538;2017-09-21;101;8514;1800;90;4;0;1703,0;107;1703;7863;651;9;2017;21;3;38;264;2017-08-15;3;539;actual
539;2017-09-22;106;7794;1800;90;0;0;;112;1559;7865;-71;9;2017;22;4;38;265;2017-08-15;3;540;actual
540;2017-09-23;93;8922;1800;90;78;0;1785,0;98;1785;7866;1056;9;2017;23;5;38;266;2017-08-15;3;541;actual
541;2017-09-24;94;6768;1800;90;0;0;;99;1354;7868;-1100;9;2017;24;6;38;267;2017-08-15;3;542;actual
542;2017-09-25;93;7116;1800;90;0;0;;98;1424;7869;-753;9;2017;25;0;39;268;2017-08-15;3;543;actual
543;2017-09-26;80;8670;1800;90;14;0;1734,0;84;1734;7871;799;9;2017;26;1;39;269;2017-08-15;3;544;actual
544;2017-09-27;76;7836;1800;90;0;0;;80;1568;7872;-36;9;2017;27;2;39;270;2017-08-15;3;545;actual
545;2017-09-28;73;6690;1800;90;0;0;;77;1338;7874;-1184;9;2017;28;3;39;271;2017-08-15;3;546;actual
546;2017-09-29;83;8808;1800;90;45;0;1762,0;88;1762;7875;933;9;2017;29;4;39;272;2017-08-15;3;547;actual
547;2017-09-30;77;8304;1800;90;0;0;;81;1661;7877;427;9;2017;30;5;39;273;2017-08-15;3;548;actual
548;2017-10-01;81;9414;1800;90;164;74;1883,0;86;1883;7878;1536;10;2017;1;6;39;274;2017-09-15;4;549;actual
549;2017-10-02;82;8484;1800;90;0;0;;87;1697;7880;604;10;2017;2;0;40;275;2017-09-15;4;550;actual
550;2017-10-03;88;8664;1800;90;21;0;1733,0;93;1733;7881;783;10;2017;3;1;40;276;2017-09-15;4;551;actual
551;2017-10-04;96;8820;1800;90;60;0;1764,0;101;1764;7883;937;10;2017;4;2;40;277;2017-09-15;4;552;actual
552;2017-10-05;86;9852;1800;90;257;167;1971,0;91;1971;7884;1968;10;2017;5;3;40;278;2017-09-15;4;553;actual
553;2017-10-06;89;8232;1800;90;0;0;;94;1647;7886;346;10;2017;6;4;40;279;2017-09-15;4;554;actual
554;2017-10-07;81;6426;1800;90;0;0;;86;1286;7887;-1461;10;2017;7;5;40;280;2017-09-15;4;555;actual
555;2017-10-08;91;7014;1800;90;0;0;;96;1403;7889;-875;10;2017;8;6;40;281;2017-09-15;4;556;actual
556;2017-10-09;95;9564;1800;90;208;118;1913,0;100;1913;7890;1674;10;2017;9;0;41;282;2017-09-15;4;557;actual
557;2017-10-10;91;8670;1800;90;25;0;1734,0;96;1734;7892;778;10;2017;10;1;41;283;2017-09-15;4;558;actual
558;2017-10-11;88;7854;1800;90;0;0;;93;1571;7893;-39;10;2017;11;2;41;284;2017-09-15;4;559;actual
559;2017-10-12;92;7050;1800;90;0;0;;97;1410;7895;-845;10;2017;12;3;41;285;2017-09-15;4;560;actual
560;2017-10-13;88;6468;1800;90;0;0;;93;1294;7896;-1428;10;2017;13;4;41;286;2017-09-15;4;561;actual
561;2017-10-14;75;6972;1800;90;0;0;;79;1395;7898;-926;10;2017;14;5;41;287;2017-09-15;4;562;actual
562;2017-10-15;88;7908;1800;90;0;0;;93;1582;7899;9;10;2017;15;6;41;288;2017-09-15;4;563;actual
563;2017-10-16;96;9054;1800;90;107;17;1811,0;101;1811;7901;1153;10;2017;16;0;42;289;2017-09-15;4;564;actual
564;2017-10-17;94;7728;1800;90;0;0;;99;1546;7902;-174;10;2017;17;1;42;290;2017-09-15;4;565;actual
565;2017-10-18;93;7518;1800;90;0;0;;98;1504;7904;-386;10;2017;18;2;42;291;2017-09-15;4;566;actual
566;2017-10-19;93;8472;1800;90;0;0;;98;1695;7905;567;10;2017;19;3;42;292;2017-09-15;4;567;actual
567;2017-10-20;97;7434;1800;90;0;0;;102;1487;7907;-473;10;2017;20;4;42;293;2017-09-15;4;568;actual
568;2017-10-21;96;6966;1800;90;0;0;;101;1394;7908;-942;10;2017;21;5;42;294;2017-09-15;4;569;actual
569;2017-10-22;95;7062;1800;90;0;0;;100;1413;7910;-848;10;2017;22;6;42;295;2017-09-15;4;570;actual
570;2017-10-23;89;7596;1800;90;0;0;;94;1520;7911;-315;10;2017;23;0;43;296;2017-09-15;4;571;actual
571;2017-10-24;81;8346;1800;90;0;0;;86;1670;7913;433;10;2017;24;1;43;297;2017-09-15;4;572;actual
572;2017-10-25;78;7608;1800;90;0;0;;82;1522;7914;-306;10;2017;25;2;43;298;2017-09-15;4;573;actual
573;2017-10-26;77;7854;1800;90;0;0;;81;1571;7916;-62;10;2017;26;3;43;299;2017-09-15;4;574;actual
574;2017-10-27;73;8502;1800;90;0;0;;77;1701;7917;585;10;2017;27;4;43;300;2017-09-15;4;575;actual
575;2017-10-28;64;6462;1800;90;0;0;;68;1293;7919;-1457;10;2017;28;5;43;301;2017-09-15;4;576;actual
576;2017-10-29;119;7764;1800;90;0;0;;126;1553;7920;-156;10;2017;29;6;43;302;2017-09-15;4;577;actual
577;2017-10-30;64;9258;1800;90;116;26;1852,0;68;1852;7922;1336;10;2017;30;0;44;303;2017-09-15;4;578;actual
578;2017-10-31;64;7200;1800;90;0;0;;68;1440;7923;-723;10;2017;31;1;44;304;2017-09-15;4;579;actual
579;2017-11-01;57;9930;1800;90;243;153;1986,0;60;1986;7925;2005;11;2017;1;2;44;305;2017-10-15;4;580;actual
580;2017-11-02;60;8766;1800;90;14;0;1754,0;63;1754;7926;840;11;2017;2;3;44;306;2017-10-15;4;581;actual
581;2017-11-03;62;9468;1800;90;156;66;1894,0;65;1894;7928;1540;11;2017;3;4;44;307;2017-10-15;4;582;actual
582;2017-11-04;49;7650;1800;90;0;0;;52;1530;7929;-279;11;2017;4;5;44;308;2017-10-15;4;583;actual
583;2017-11-05;61;7086;1800;90;0;0;;64;1418;7931;-845;11;2017;5;6;44;309;2017-10-15;4;584;actual
584;2017-11-06;64;7494;1800;90;0;0;;68;1499;7932;-438;11;2017;6;0;45;310;2017-10-15;4;585;actual
585;2017-11-07;64;7638;1800;90;0;0;;68;1528;7934;-296;11;2017;7;1;45;311;2017-10-15;4;586;actual
586;2017-11-08;58;7128;1800;90;0;0;;61;1426;7935;-807;11;2017;8;2;45;312;2017-10-15;4;587;actual
587;2017-11-09;73;6360;1800;90;0;0;;77;1272;7937;-1577;11;2017;9;3;45;313;2017-10-15;4;588;actual
588;2017-11-10;68;6930;1800;90;0;0;;72;1386;7938;-1008;11;2017;10;4;45;314;2017-10-15;4;589;actual
589;2017-11-11;64;7170;1800;90;0;0;;68;1434;7940;-770;11;2017;11;5;45;315;2017-10-15;4;590;actual
590;2017-11-12;61;6360;1800;90;0;0;;64;1272;7941;-1581;11;2017;12;6;45;316;2017-10-15;4;591;actual
591;2017-11-13;61;8610;1800;90;0;0;;64;1722;7943;667;11;2017;13;0;46;317;2017-10-15;4;592;actual
592;2017-11-14;63;8322;1800;90;0;0;;66;1665;7944;378;11;2017;14;1;46;318;2017-10-15;4;593;actual
593;2017-11-15;68;7206;1800;90;0;0;;72;1442;7946;-740;11;2017;15;2;46;319;2017-10-15;4;594;actual
594;2017-11-16;65;7182;1800;90;0;0;;69;1437;7947;-765;11;2017;16;3;46;320;2017-10-15;4;595;actual
595;2017-11-17;73;6870;1800;90;0;0;;77;1374;7949;-1079;11;2017;17;4;46;321;2017-10-15;4;596;actual
596;2017-11-18;65;6294;1800;90;0;0;;69;1259;7950;-1656;11;2017;18;5;46;322;2017-10-15;4;597;actual
597;2017-11-19;67;5724;1800;90;0;0;;71;1145;7952;-2228;11;2017;19;6;46;323;2017-10-15;4;598;actual
598;2017-11-20;70;6126;1800;90;0;0;;74;1226;7953;-1827;11;2017;20;0;47;324;2017-10-15;4;599;actual
599;2017-11-21;70;7740;1800;90;0;0;;74;1548;7955;-215;11;2017;21;1;47;325;2017-10-15;4;600;actual
600;2017-11-22;62;7674;1800;90;0;0;;65;1535;7956;-282;11;2017;22;2;47;326;2017-10-15;4;601;actual
601;2017-11-23;59;6048;1800;90;0;0;;62;1210;7958;-1910;11;2017;23;3;47;327;2017-10-15;4;602;actual
602;2017-11-24;60;6402;1800;90;0;0;;63;1281;7959;-1557;11;2017;24;4;47;328;2017-10-15;4;603;actual
603;2017-11-25;52;6444;1800;90;0;0;;55;1289;7961;-1517;11;2017;25;5;47;329;2017-10-15;4;604;actual
604;2017-11-26;62;5532;1800;90;0;0;;65;1107;7962;-2430;11;2017;26;6;47;330;2017-10-15;4;605;actual
605;2017-11-27;72;6042;1800;90;0;0;;76;1209;7964;-1922;11;2017;27;0;48;331;2017-10-15;4;606;actual
606;2017-11-28;70;7632;1800;90;0;0;;74;1527;7965;-333;11;2017;28;1;48;332;2017-10-15;4;607;actual
607;2017-11-29;67;6150;1800;90;0;0;;71;1230;7967;-1817;11;2017;29;2;48;333;2017-10-15;4;608;actual
608;2017-11-30;67;7620;1800;90;0;0;;71;1524;7968;-348;11;2017;30;3;48;334;2017-10-15;4;609;actual
609;2017-12-01;69;8082;1800;90;0;0;;73;1617;7970;112;12;2017;1;4;48;335;2017-11-15;4;610;actual
610;2017-12-02;62;6030;1800;90;0;0;;65;1206;7971;-1941;12;2017;2;5;48;336;2017-11-15;4;611;actual
611;2017-12-03;66;6312;1800;90;0;0;;70;1263;7973;-1661;12;2017;3;6;48;337;2017-11-15;4;612;actual
612;2017-12-04;76;7158;1800;90;0;0;;80;1432;7974;-816;12;2017;4;0;49;338;2017-11-15;4;613;actual
613;2017-12-05;71;8406;1800;90;0;0;;75;1682;7976;430;12;2017;5;1;49;339;2017-11-15;4;614;actual
614;2017-12-06;66;7644;1800;90;0;0;;70;1529;7977;-333;12;2017;6;2;49;340;2017-11-15;4;615;actual
615;2017-12-07;69;6954;1800;90;0;0;;73;1391;7979;-1025;12;2017;7;3;49;341;2017-11-15;4;616;actual
616;2017-12-08;59;6714;1800;90;0;0;;62;1343;7980;-1266;12;2017;8;4;49;342;2017-11-15;4;617;actual
617;2017-12-09;57;7338;1800;90;0;0;;60;1468;7982;-644;12;2017;9;5;49;343;2017-11-15;4;618;actual
618;2017-12-10;66;6390;1800;90;0;0;;70;1278;7983;-1593;12;2017;10;6;49;344;2017-11-15;4;619;actual
619;2017-12-11;68;6162;1800;90;0;0;;72;1233;7985;-1823;12;2017;11;0;50;345;2017-11-15;4;620;actual
620;2017-12-12;67;7602;1800;90;0;0;;71;1521;7986;-384;12;2017;12;1;50;346;2017-11-15;4;621;actual
621;2017-12-13;69;6450;1800;90;0;0;;73;1290;7988;-1538;12;2017;13;2;50;347;2017-11-15;4;622;actual
622;2017-12-14;79;6480;1800;90;0;0;;83;1296;7989;-1509;12;2017;14;3;50;348;2017-11-15;4;623;actual
623;2017-12-15;83;5556;1800;90;0;0;;88;1112;7991;-2435;12;2017;15;4;50;349;2017-11-15;4;624;actual
624;2017-12-16;74;7620;1800;90;0;0;;78;1524;7992;-372;12;2017;16;5;50;350;2017-11-15;4;625;actual
625;2017-12-17;75;5364;1800;90;0;0;;79;1073;7994;-2630;12;2017;17;6;50;351;2017-11-15;4;626;actual
626;2017-12-18;83;6096;1800;90;0;0;;88;1220;7995;-1899;12;2017;18;0;51;352;2017-11-15;4;627;actual
627;2017-12-19;82;5988;1800;90;0;0;;87;1198;7997;-2009;12;2017;19;1;51;353;2017-11-15;4;628;actual
628;2017-12-20;78;6714;1800;90;0;0;;82;1343;7998;-1284;12;2017;20;2;51;354;2017-11-15;4;629;actual
629;2017-12-21;83;7800;1800;90;0;0;;88;1560;8000;-200;12;2017;21;3;51;355;2017-11-15;4;630;actual
630;2017-12-22;81;7062;1800;90;0;0;;86;1413;8001;-939;12;2017;22;4;51;356;2017-11-15;4;631;actual
631;2017-12-23;65;7152;1800;90;0;0;;69;1431;8003;-851;12;2017;23;5;51;357;2017-11-15;4;632;actual
632;2017-12-24;57;4854;1800;90;0;0;;60;971;8004;-3150;12;2017;24;6;51;358;2017-11-15;4;633;actual
633;2017-12-25;60;7692;1800;90;0;0;;63;1539;8006;-314;12;2017;25;0;52;359;2017-11-15;4;634;actual
634;2017-12-26;62;5814;1800;90;0;0;;65;1163;8007;-2193;12;2017;26;1;52;360;2017-11-15;4;635;actual
635;2017-12-27;76;6558;1800;90;0;0;;80;1312;8009;-1451;12;2017;27;2;52;361;2017-11-15;4;636;actual
636;2017-12-28;81;6978;1800;90;0;0;;86;1396;8010;-1032;12;2017;28;3;52;362;2017-11-15;4;637;actual
637;2017-12-29;75;7494;1800;90;0;0;;79;1499;8012;-518;12;2017;29;4;52;363;2017-11-15;4;638;actual
638;2017-12-30;71;6432;1800;90;0;0;;75;1287;8013;-1581;12;2017;30;5;52;364;2017-11-15;4;639;actual
639;2017-12-31;71;4908;1800;90;0;0;;75;982;8014;-3106;12;2017;31;6;52;365;2017-11-15;4;640;actual
640;2018-01-01;64;9006;1900;90;0;0;;64;1802;8016;990;1;2018;1;0;1;1;2017-12-15;1;641;actual
641;2018-01-02;75;7224;1900;90;0;0;;75;1445;8017;-793;1;2018;2;1;1;2;2017-12-15;1;642;actual
642;2018-01-03;74;6480;1900;90;0;0;;74;1296;8019;-1539;1;2018;3;2;1;3;2017-12-15;1;643;actual
643;2018-01-04;80;6756;1900;90;0;0;;80;1352;8020;-1264;1;2018;4;3;1;4;2017-12-15;1;644;actual
644;2018-01-05;80;8436;1900;90;0;0;;80;1688;8022;414;1;2018;5;4;1;5;2017-12-15;1;645;actual
645;2018-01-06;76;7506;1900;90;0;0;;76;1502;8023;-517;1;2018;6;5;1;6;2017-12-15;1;646;actual
646;2018-01-07;81;7476;1900;90;0;0;;81;1496;8025;-549;1;2018;7;6;1;7;2017-12-15;1;647;actual
647;2018-01-08;90;8412;1900;90;0;0;;90;1683;8026;386;1;2018;8;0;2;8;2017-12-15;1;648;actual
648;2018-01-09;83;8202;1900;90;0;0;;83;1641;8028;174;1;2018;9;1;2;9;2017-12-15;1;649;actual
649;2018-01-10;82;8460;1900;90;0;0;;82;1692;8029;431;1;2018;10;2;2;10;2017-12-15;1;650;actual
650;2018-01-11;80;6834;1900;90;0;0;;80;1367;8031;-1197;1;2018;11;3;2;11;2017-12-15;1;651;actual
651;2018-01-12;82;7374;1900;90;0;0;;82;1475;8032;-658;1;2018;12;4;2;12;2017-12-15;1;652;actual
652;2018-01-13;73;6642;1900;90;0;0;;73;1329;8034;-1392;1;2018;13;5;2;13;2017-12-15;1;653;actual
653;2018-01-14;84;6756;1900;90;0;0;;84;1352;8035;-1279;1;2018;14;6;2;14;2017-12-15;1;654;actual
654;2018-01-15;90;6804;1900;90;0;0;;90;1361;8037;-1233;1;2018;15;0;3;15;2017-12-15;1;655;actual
655;2018-01-16;90;8040;1900;90;0;0;;90;1608;8038;2;1;2018;16;1;3;16;2017-12-15;1;656;actual
656;2018-01-17;83;5742;1900;90;0;0;;83;1149;8040;-2298;1;2018;17;2;3;17;2017-12-15;1;657;actual
657;2018-01-18;86;8034;1900;90;0;0;;86;1607;8041;-7;1;2018;18;3;3;18;2017-12-15;1;658;actual
658;2018-01-19;93;8088;1900;90;0;0;;93;1618;8043;45;1;2018;19;4;3;19;2017-12-15;1;659;actual
659;2018-01-20;78;5808;1900;90;0;0;;78;1162;8044;-2236;1;2018;20;5;3;20;2017-12-15;1;660;actual
660;2018-01-21;85;6864;1900;90;0;0;;85;1373;8046;-1182;1;2018;21;6;3;21;2017-12-15;1;661;actual
